"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"598","2013-07-01 05:13:53","2013-07-01 05:23:51","524","W 43 St & 6 Ave","40.75527307","-73.98316936","457","Broadway & W 58 St","40.76695317","-73.98169333","18377","Subscriber","1981","1"
"420","2013-07-01 05:14:54","2013-07-01 05:21:54","450","W 49 St & 8 Ave","40.76227205","-73.98788205","267","Broadway & W 36 St","40.75097711","-73.98765428","15743","Subscriber","1986","1"
"989","2013-07-01 05:15:14","2013-07-01 05:31:43","394","E 9 St & Avenue C","40.72521311","-73.97768752","167","E 39 St & 3 Ave","40.7489006","-73.97604882","16522","Subscriber","1969","1"
"713","2013-07-01 05:15:19","2013-07-01 05:27:12","446","W 24 St & 7 Ave","40.74487634","-73.99529885","329","Greenwich St & N Moore St","40.72043411","-74.01020609","19792","Subscriber","1966","1"
"585","2013-07-01 05:16:11","2013-07-01 05:25:56","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","2004","6 Ave & Broome St","40.724399","-74.004704","17512","Customer",\N,"0"
"13452","2013-07-01 05:17:52","2013-07-01 09:02:04","355","Bayard St & Baxter St","40.71602118","-73.99974372","490","8 Ave & W 33 St","40.751551","-73.993934","14972","Customer",\N,"0"
"2054","2013-07-01 05:18:26","2013-07-01 05:52:40","450","W 49 St & 8 Ave","40.76227205","-73.98788205","475","E 16 St & Irving Pl","40.73524276","-73.98758561","15030","Customer",\N,"0"
"2724","2013-07-01 05:18:30","2013-07-01 06:03:54","444","Broadway & W 24 St","40.7423543","-73.98915076","233","Joralemon St & Adams St","40.69246277","-73.98963911","19690","Customer",\N,"0"
"2721","2013-07-01 05:18:52","2013-07-01 06:04:13","444","Broadway & W 24 St","40.7423543","-73.98915076","233","Joralemon St & Adams St","40.69246277","-73.98963911","19751","Customer",\N,"0"
"1027","2013-07-01 05:19:07","2013-07-01 05:36:14","546","E 30 St & Park Ave S","40.74444921","-73.98303529","276","Duane St & Greenwich St","40.71748752","-74.0104554","14900","Subscriber","1988","2"
"706","2013-07-01 05:19:34","2013-07-01 05:31:20","449","W 52 St & 9 Ave","40.76461837","-73.98789473","2006","Central Park S & 6 Ave","40.76590936","-73.97634151","17563","Subscriber","1986","1"
"939","2013-07-01 05:22:42","2013-07-01 05:38:21","281","Grand Army Plaza & Central Park S","40.7643971","-73.97371465","529","W 42 St & 8 Ave","40.7575699","-73.99098507","18767","Customer",\N,"0"
"1589","2013-07-01 05:22:43","2013-07-01 05:49:12","467","Dean St & 4 Ave","40.68312489","-73.97895137","250","Lafayette St & Jersey St","40.72456089","-73.99565293","17600","Subscriber","1981","1"
"272","2013-07-01 05:23:29","2013-07-01 05:28:01","521","8 Ave & W 31 St","40.75044999","-73.99481051","448","W 37 St & 10 Ave","40.75660359","-73.9979009","16546","Subscriber","1971","1"
"155","2013-07-01 05:24:14","2013-07-01 05:26:49","449","W 52 St & 9 Ave","40.76461837","-73.98789473","500","Broadway & W 51 St","40.76228826","-73.98336183","17222","Subscriber","1980","1"
"358","2013-07-01 05:25:52","2013-07-01 05:31:50","168","W 18 St & 6 Ave","40.73971301","-73.99456405","444","Broadway & W 24 St","40.7423543","-73.98915076","15951","Subscriber","1964","1"
"104","2013-07-01 05:25:53","2013-07-01 05:27:37","507","E 25 St & 2 Ave","40.73912601","-73.97973776","461","E 20 St & 2 Ave","40.73587678","-73.98205027","17201","Subscriber","1980","1"
"690","2013-07-01 05:27:41","2013-07-01 05:39:11","128","MacDougal St & Prince St","40.72710258","-74.00297088","152","Warren St & Church St","40.71473993","-74.00910627","14675","Subscriber","1985","2"
"838","2013-07-01 05:29:24","2013-07-01 05:43:22","507","E 25 St & 2 Ave","40.73912601","-73.97973776","412","Forsyth St & Canal St","40.7158155","-73.99422366","15220","Subscriber","1972","1"
"240","2013-07-01 05:29:24","2013-07-01 05:33:24","290","2 Ave & E 58 St","40.76020258","-73.96478473","522","E 51 St & Lexington Ave","40.75714758","-73.97207836","15512","Subscriber","1984","1"
"446","2013-07-01 05:29:46","2013-07-01 05:37:12","499","Broadway & W 60 St","40.76915505","-73.98191841","367","E 53 St & Lexington Ave","40.75828065","-73.97069431","19735","Subscriber","1955","1"
"2644","2013-07-01 05:30:37","2013-07-01 06:14:41","332","Cherry St","40.71219906","-73.97948148","332","Cherry St","40.71219906","-73.97948148","18714","Subscriber","1971","1"
"681","2013-07-01 05:31:05","2013-07-01 05:42:26","290","2 Ave & E 58 St","40.76020258","-73.96478473","461","E 20 St & 2 Ave","40.73587678","-73.98205027","19502","Subscriber","1948","1"
"430","2013-07-01 05:31:20","2013-07-01 05:38:30","492","W 33 St & 7 Ave","40.75019995","-73.99093085","517","Pershing Square S","40.75149263","-73.97798848","20307","Subscriber","1956","1"
"322","2013-07-01 05:31:56","2013-07-01 05:37:18","376","John St & William St","40.70862144","-74.00722156","309","Murray St & West St","40.7149787","-74.013012","20184","Subscriber","1976","1"
"1108","2013-07-01 05:32:23","2013-07-01 05:50:51","128","MacDougal St & Prince St","40.72710258","-74.00297088","360","William St & Pine St","40.70717936","-74.00887308","17325","Customer",\N,"0"
"383","2013-07-01 05:33:28","2013-07-01 05:39:51","307","Canal St & Rutgers St","40.71427487","-73.98990025","341","Stanton St & Mangin St","40.71782143","-73.97628939","18891","Subscriber","1956","2"
"779","2013-07-01 05:33:50","2013-07-01 05:46:49","72","W 52 St & 11 Ave","40.76727216","-73.99392888","388","W 26 St & 10 Ave","40.749717753","-74.002950346","15150","Subscriber","1973","1"
"757","2013-07-01 05:34:26","2013-07-01 05:47:03","466","W 25 St & 6 Ave","40.74395411","-73.99144871","520","W 52 St & 5 Ave","40.75992262","-73.97648516","16194","Subscriber","1970","1"
"250","2013-07-01 05:34:45","2013-07-01 05:38:55","482","W 15 St & 7 Ave","40.73935542","-73.99931783","509","9 Ave & W 22 St","40.7454973","-74.00197139","18643","Customer",\N,"0"
"177","2013-07-01 05:34:57","2013-07-01 05:37:54","329","Greenwich St & N Moore St","40.72043411","-74.01020609","79","Franklin St & W Broadway","40.71911552","-74.00666661","18376","Subscriber","1990","1"
"758","2013-07-01 05:36:05","2013-07-01 05:48:43","477","W 41 St & 8 Ave","40.75640548","-73.9900262","546","E 30 St & Park Ave S","40.74444921","-73.98303529","15228","Subscriber","1955","1"
"352","2013-07-01 05:36:20","2013-07-01 05:42:12","461","E 20 St & 2 Ave","40.73587678","-73.98205027","167","E 39 St & 3 Ave","40.7489006","-73.97604882","17201","Subscriber","1981","1"
"196","2013-07-01 05:36:58","2013-07-01 05:40:14","540","Lexington Ave & E 26 St","40.74147286","-73.98320928","444","Broadway & W 24 St","40.7423543","-73.98915076","16067","Subscriber","1990","1"
"1072","2013-07-01 05:37:01","2013-07-01 05:54:53","351","Front St & Maiden Ln","40.70530954","-74.00612572","265","Stanton St & Chrystie St","40.72229346","-73.99147535","18004","Customer",\N,"0"
"1044","2013-07-01 05:37:02","2013-07-01 05:54:26","454","E 51 St & 1 Ave","40.75455731","-73.96592976","477","W 41 St & 8 Ave","40.75640548","-73.9900262","15497","Subscriber","1959","2"
"489","2013-07-01 05:37:04","2013-07-01 05:45:13","2004","6 Ave & Broome St","40.724399","-74.004704","228","E 48 St & 3 Ave","40.7546011026","-73.971878855","18859","Subscriber","1976","1"
"789","2013-07-01 05:37:22","2013-07-01 05:50:31","369","Washington Pl & 6 Ave","40.73224119","-74.00026394","309","Murray St & West St","40.7149787","-74.013012","20195","Subscriber","1986","1"
"867","2013-07-01 05:37:56","2013-07-01 05:52:23","529","W 42 St & 8 Ave","40.7575699","-73.99098507","328","Watts St & Greenwich St","40.72405549","-74.00965965","15799","Subscriber","1980","1"
"473","2013-07-01 05:38:25","2013-07-01 05:46:18","251","Mott St & Prince St","40.72317958","-73.99480012","247","Perry St & Bleecker St","40.73535398","-74.00483091","20611","Subscriber","1988","1"
"292","2013-07-01 05:38:29","2013-07-01 05:43:21","290","2 Ave & E 58 St","40.76020258","-73.96478473","440","E 45 St & 3 Ave","40.75255434","-73.97282625","18849","Subscriber","1984","1"
"452","2013-07-01 05:38:38","2013-07-01 05:46:10","261","Johnson St & Gold St","40.69474881","-73.98362464","271","Ashland Pl & Hanson Pl","40.68528172","-73.97805813","17378","Subscriber","1969","2"
"368","2013-07-01 05:38:44","2013-07-01 05:44:52","415","Pearl St & Hanover Square","40.7047177","-74.00926027","417","Barclay St & Church St","40.71291224","-74.01020234","14832","Subscriber","1987","1"
"309","2013-07-01 05:39:12","2013-07-01 05:44:21","368","Carmine St & 6 Ave","40.73038599","-74.00214988","303","Mercer St & Spring St","40.72362738","-73.99949601","17972","Subscriber","1950","1"
"477","2013-07-01 05:39:16","2013-07-01 05:47:13","527","E 33 St & 1 Ave","40.74315566","-73.97434726","485","W 37 St & 5 Ave","40.75038009","-73.98338988","17128","Subscriber","1968","1"
"1236","2013-07-01 05:39:19","2013-07-01 05:59:55","496","E 16 St & 5 Ave","40.73726186","-73.99238967","499","Broadway & W 60 St","40.76915505","-73.98191841","20075","Subscriber","1966","2"
"669","2013-07-01 05:41:10","2013-07-01 05:52:19","325","E 19 St & 3 Ave","40.73624527","-73.98473765","516","E 47 St & 1 Ave","40.75206862","-73.96784384","15791","Subscriber","1983","2"
"532","2013-07-01 05:41:26","2013-07-01 05:50:18","379","W 31 St & 7 Ave","40.749156","-73.9916","475","E 16 St & Irving Pl","40.73524276","-73.98758561","19876","Subscriber","1970","1"
"331","2013-07-01 05:41:28","2013-07-01 05:46:59","306","Cliff St & Fulton St","40.70823502","-74.00530063","259","South St & Whitehall St","40.70122128","-74.01234218","15439","Subscriber","1981","1"
"354","2013-07-01 05:42:59","2013-07-01 05:48:53","382","University Pl & E 14 St","40.73492695","-73.99200509","435","W 21 St & 6 Ave","40.74173969","-73.99415556","18158","Subscriber","1977","1"
"261","2013-07-01 05:43:05","2013-07-01 05:47:26","285","Broadway & E 14 St","40.73454567","-73.99074142","229","Great Jones St","40.72743423","-73.99379025","18043","Subscriber","1986","1"
"3179","2013-07-01 05:43:09","2013-07-01 06:36:08","509","9 Ave & W 22 St","40.7454973","-74.00197139","512","W 29 St & 9 Ave","40.7500727","-73.99839279","19239","Subscriber","1981","1"
"371","2013-07-01 05:43:12","2013-07-01 05:49:23","475","E 16 St & Irving Pl","40.73524276","-73.98758561","290","2 Ave & E 58 St","40.76020258","-73.96478473","17966","Subscriber","1978","1"
"1214","2013-07-01 05:43:27","2013-07-01 06:03:41","412","Forsyth St & Canal St","40.7158155","-73.99422366","412","Forsyth St & Canal St","40.7158155","-73.99422366","15220","Subscriber","1972","1"
"574","2013-07-01 05:43:40","2013-07-01 05:53:14","521","8 Ave & W 31 St","40.75044999","-73.99481051","352","W 56 St & 6 Ave","40.76340613","-73.97722479","17767","Subscriber","1961","1"
"1278","2013-07-01 05:44:20","2013-07-01 06:05:38","261","Johnson St & Gold St","40.69474881","-73.98362464","379","W 31 St & 7 Ave","40.749156","-73.9916","19767","Subscriber","1976","1"
"538","2013-07-01 05:44:50","2013-07-01 05:53:48","476","E 31 St & 3 Ave","40.74394314","-73.97966069","465","Broadway & W 41 St","40.75513557","-73.98658032","16241","Customer",\N,"0"
"977","2013-07-01 05:45:04","2013-07-01 06:01:21","509","9 Ave & W 22 St","40.7454973","-74.00197139","497","E 17 St & Broadway","40.73704984","-73.99009296","18366","Customer",\N,"0"
"1929","2013-07-01 05:45:06","2013-07-01 06:17:15","499","Broadway & W 60 St","40.76915505","-73.98191841","312","Allen St & E Houston St","40.722055","-73.989111","15092","Subscriber","1981","2"
"448","2013-07-01 05:45:22","2013-07-01 05:52:50","529","W 42 St & 8 Ave","40.7575699","-73.99098507","513","W 56 St & 10 Ave","40.768254","-73.988639","18767","Subscriber","1988","1"
"3420","2013-07-01 05:46:12","2013-07-01 06:43:12","345","W 13 St & 6 Ave","40.73649403","-73.99704374","223","W 13 St & 7 Ave","40.73781509","-73.99994661","18580","Subscriber","1970","1"
"770","2013-07-01 05:46:41","2013-07-01 05:59:31","476","E 31 St & 3 Ave","40.74394314","-73.97966069","173","Broadway & W 49 St","40.76064679","-73.98442659","15422","Subscriber","1968","1"
"688","2013-07-01 05:46:55","2013-07-01 05:58:23","519","Pershing Square N","40.75188406","-73.97770164","319","Park Pl & Church St","40.71336124","-74.00937622","17516","Subscriber","1950","1"
"213","2013-07-01 05:47:44","2013-07-01 05:51:17","485","W 37 St & 5 Ave","40.75038009","-73.98338988","401","Allen St & Rivington St","40.72019576","-73.98997825","19798","Subscriber","1976","1"
"260","2013-07-01 05:47:54","2013-07-01 05:52:14","369","Washington Pl & 6 Ave","40.73224119","-74.00026394","229","Great Jones St","40.72743423","-73.99379025","19963","Subscriber","1966","1"
"594","2013-07-01 05:48:01","2013-07-01 05:57:55","520","W 52 St & 5 Ave","40.75992262","-73.97648516","456","E 53 St & Madison Ave","40.7597108","-73.97402311","19296","Customer",\N,"0"
"615","2013-07-01 05:48:21","2013-07-01 05:58:36","293","Lafayette St & E 8 St","40.73028666","-73.9907647","507","E 25 St & 2 Ave","40.73912601","-73.97973776","19080","Subscriber","1984","2"
"360","2013-07-01 05:48:38","2013-07-01 05:54:38","385","E 55 St & 2 Ave","40.75797322","-73.96603308","520","W 52 St & 5 Ave","40.75992262","-73.97648516","16900","Subscriber","1969","1"
"417","2013-07-01 05:48:44","2013-07-01 05:55:41","168","W 18 St & 6 Ave","40.73971301","-73.99456405","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","15123","Subscriber","1968","1"
"813","2013-07-01 05:48:55","2013-07-01 06:02:28","477","W 41 St & 8 Ave","40.75640548","-73.9900262","305","E 58 St & 3 Ave","40.76095756","-73.96724467","18465","Subscriber","1960","1"
"347","2013-07-01 05:49:02","2013-07-01 05:54:49","449","W 52 St & 9 Ave","40.76461837","-73.98789473","520","W 52 St & 5 Ave","40.75992262","-73.97648516","16420","Subscriber","1984","1"
"1421","2013-07-01 05:49:16","2013-07-01 06:12:57","276","Duane St & Greenwich St","40.71748752","-74.0104554","525","W 34 St & 11 Ave","40.75594159","-74.0021163","19057","Subscriber","1977","1"
"1800","2013-07-01 05:49:19","2013-07-01 06:19:19","517","Pershing Square S","40.75149263","-73.97798848","306","Cliff St & Fulton St","40.70823502","-74.00530063","16783","Subscriber","1970","1"
"215","2013-07-01 05:50:18","2013-07-01 05:53:53","173","Broadway & W 49 St","40.76064679","-73.98442659","510","W 51 St & 6 Ave","40.7606597","-73.98042047","19136","Subscriber","1978","1"
"441","2013-07-01 05:51:17","2013-07-01 05:58:38","242","Flushing Ave & Carlton Ave","40.69788349","-73.97350332","521","8 Ave & W 31 St","40.75044999","-73.99481051","19635","Customer",\N,"0"
"904","2013-07-01 05:52:05","2013-07-01 06:07:09","459","W 20 St & 11 Ave","40.746745","-74.007756","329","Greenwich St & N Moore St","40.72043411","-74.01020609","20147","Subscriber","1984","1"
"628","2013-07-01 05:52:10","2013-07-01 06:02:38","301","E 2 St & Avenue B","40.72217444","-73.98368779","357","E 11 St & Broadway","40.73261787","-73.99158043","18033","Customer",\N,"0"
"482","2013-07-01 05:52:16","2013-07-01 06:00:18","334","W 20 St & 7 Ave","40.74238787","-73.99726235","521","8 Ave & W 31 St","40.75044999","-73.99481051","14949","Subscriber","1984","1"
"731","2013-07-01 05:52:18","2013-07-01 06:04:29","330","Reade St & Broadway","40.71450451","-74.00562789","334","W 20 St & 7 Ave","40.74238787","-73.99726235","15121","Subscriber","1988","1"
"895","2013-07-01 05:52:57","2013-07-01 06:07:52","439","E 4 St & 2 Ave","40.7262807","-73.98978041","2008","Little West St & 1 Pl","40.70569254","-74.01677685","18153","Subscriber","1990","1"
"1158","2013-07-01 05:53:14","2013-07-01 06:12:32","308","St James Pl & Oliver St","40.71307916","-73.99851193","526","E 33 St & 5 Ave","40.74765947","-73.98490707","18642","Subscriber","1984","1"
"729","2013-07-01 05:53:19","2013-07-01 06:05:28","72","W 52 St & 11 Ave","40.76727216","-73.99392888","520","W 52 St & 5 Ave","40.75992262","-73.97648516","18158","Subscriber","1970","1"
"354","2013-07-01 05:53:34","2013-07-01 05:59:28","450","W 49 St & 8 Ave","40.76227205","-73.98788205","538","W 49 St & 5 Ave","40.75795248","-73.97787642","19969","Subscriber","1980","1"
"333","2013-07-01 05:54:00","2013-07-01 05:59:33","2009","Catherine St & Monroe St","40.71117444","-73.99682619","387","Centre St & Chambers St","40.71273266","-74.0046073","19214","Subscriber","1972","1"
"940","2013-07-01 05:54:17","2013-07-01 06:09:57","326","E 11 St & 1 Ave","40.72953837","-73.98426726","167","E 39 St & 3 Ave","40.7489006","-73.97604882","17860","Subscriber","1960","1"
"792","2013-07-01 05:54:17","2013-07-01 06:07:29","247","Perry St & Bleecker St","40.73535398","-74.00483091","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","20611","Subscriber","1977","1"
"826","2013-07-01 05:54:19","2013-07-01 06:08:05","546","E 30 St & Park Ave S","40.74444921","-73.98303529","345","W 13 St & 6 Ave","40.73649403","-73.99704374","16560","Subscriber","1984","2"
"1941","2013-07-01 05:54:54","2013-07-01 06:27:15","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","195","Liberty St & Broadway","40.70905623","-74.01043382","14837","Subscriber","1959","1"
"207","2013-07-01 05:54:55","2013-07-01 05:58:22","406","Hicks St & Montague St","40.69512845","-73.99595065","233","Joralemon St & Adams St","40.69246277","-73.98963911","15408","Subscriber","1959","1"
"180","2013-07-01 05:55:09","2013-07-01 05:58:09","391","Clark St & Henry St","40.69760127","-73.99344559","233","Joralemon St & Adams St","40.69246277","-73.98963911","18596","Subscriber","1975","2"
"86","2013-07-01 05:55:36","2013-07-01 05:57:02","519","Pershing Square N","40.75188406","-73.97770164","519","Pershing Square N","40.75188406","-73.97770164","17270","Subscriber","1962","1"
"1239","2013-07-01 05:55:40","2013-07-01 06:16:19","516","E 47 St & 1 Ave","40.75206862","-73.96784384","223","W 13 St & 7 Ave","40.73781509","-73.99994661","16477","Subscriber","1962","1"
"70","2013-07-01 05:56:08","2013-07-01 05:57:18","334","W 20 St & 7 Ave","40.74238787","-73.99726235","334","W 20 St & 7 Ave","40.74238787","-73.99726235","18542","Subscriber","1982","1"
"172","2013-07-01 05:56:14","2013-07-01 05:59:06","486","Broadway & W 29 St","40.7462009","-73.98855723","504","1 Ave & E 15 St","40.73221853","-73.98165557","17603","Subscriber","1981","2"
"258","2013-07-01 05:56:19","2013-07-01 06:00:37","471","Grand St & Havemeyer St","40.71286844","-73.95698119","359","E 47 St & Park Ave","40.75510267","-73.97498696","18738","Subscriber","1990","1"
"927","2013-07-01 05:56:21","2013-07-01 06:11:48","229","Great Jones St","40.72743423","-73.99379025","493","W 45 St & 6 Ave","40.7568001","-73.98291153","16825","Subscriber","1967","2"
"214","2013-07-01 05:56:43","2013-07-01 06:00:17","416","Cumberland St & Lafayette Ave","40.68753406","-73.97265183","300","Shevchenko Pl & E 6 St","40.728145","-73.990214","17193","Subscriber","1983","2"
"249","2013-07-01 05:57:03","2013-07-01 06:01:12","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","456","E 53 St & Madison Ave","40.7597108","-73.97402311","15079","Subscriber","1967","1"
"566","2013-07-01 05:57:09","2013-07-01 06:06:35","518","E 39 St & 2 Ave","40.74780373","-73.9734419","448","W 37 St & 10 Ave","40.75660359","-73.9979009","17555","Subscriber","1964","1"
"730","2013-07-01 05:57:18","2013-07-01 06:09:28","394","E 9 St & Avenue C","40.72521311","-73.97768752","537","Lexington Ave & E 24 St","40.74025878","-73.98409214","19180","Subscriber","1971","2"
"1038","2013-07-01 05:57:40","2013-07-01 06:14:58","334","W 20 St & 7 Ave","40.74238787","-73.99726235","363","West Thames St","40.70834698","-74.01713445","15435","Subscriber","1982","1"
"403","2013-07-01 05:57:48","2013-07-01 06:04:31","521","8 Ave & W 31 St","40.75044999","-73.99481051","507","E 25 St & 2 Ave","40.73912601","-73.97973776","18544","Subscriber","1967","1"
"391","2013-07-01 05:57:57","2013-07-01 06:04:28","168","W 18 St & 6 Ave","40.73971301","-73.99456405","294","Washington Square E","40.73049393","-73.9957214","15328","Subscriber","1986","1"
"527","2013-07-01 05:58:12","2013-07-01 06:06:59","519","Pershing Square N","40.75188406","-73.97770164","464","E 56 St & 3 Ave","40.75934501","-73.96759673","19343","Subscriber","1962","1"
"303","2013-07-01 05:58:23","2013-07-01 06:03:26","465","Broadway & W 41 St","40.75513557","-73.98658032","510","W 51 St & 6 Ave","40.7606597","-73.98042047","16241","Customer",\N,"0"
"809","2013-07-01 05:58:33","2013-07-01 06:12:02","461","E 20 St & 2 Ave","40.73587678","-73.98205027","456","E 53 St & Madison Ave","40.7597108","-73.97402311","18639","Subscriber","1967","2"
"327","2013-07-01 05:58:34","2013-07-01 06:04:01","319","Park Pl & Church St","40.71336124","-74.00937622","329","Greenwich St & N Moore St","40.72043411","-74.01020609","18285","Subscriber","1971","1"
"1149","2013-07-01 05:58:36","2013-07-01 06:17:45","545","E 23 St & 1 Ave","40.736502","-73.97809472","456","E 53 St & Madison Ave","40.7597108","-73.97402311","14839","Subscriber","1954","1"
"495","2013-07-01 05:58:42","2013-07-01 06:06:57","271","Ashland Pl & Hanson Pl","40.68528172","-73.97805813","2000","Front St & Washington St","40.70255088","-73.98940236","18647","Subscriber","1987","1"
"2618","2013-07-01 05:59:05","2013-07-01 06:42:43","290","2 Ave & E 58 St","40.76020258","-73.96478473","360","William St & Pine St","40.70717936","-74.00887308","18591","Subscriber","1956","1"
"925","2013-07-01 05:59:31","2013-07-01 06:14:56","279","Sands St & Gold St","40.69986937","-73.98271933","311","Norfolk St & Broome St","40.7172274","-73.98802084","16829","Subscriber","1965","2"
"593","2013-07-01 05:59:54","2013-07-01 06:09:47","485","W 37 St & 5 Ave","40.75038009","-73.98338988","281","Grand Army Plaza & Central Park S","40.7643971","-73.97371465","17128","Subscriber","1980","1"
"997","2013-07-01 06:00:16","2013-07-01 06:16:53","436","Hancock St & Bedford Ave","40.68216564","-73.95399026","467","Dean St & 4 Ave","40.68312489","-73.97895137","16199","Subscriber","1979","2"
"1904","2013-07-01 06:00:30","2013-07-01 06:32:14","294","Washington Square E","40.73049393","-73.9957214","375","Mercer St & Bleecker St","40.72679454","-73.99695094","20281","Subscriber","1949","1"
"305","2013-07-01 06:00:34","2013-07-01 06:05:39","385","E 55 St & 2 Ave","40.75797322","-73.96603308","440","E 45 St & 3 Ave","40.75255434","-73.97282625","18143","Subscriber","1988","1"
"250","2013-07-01 06:00:38","2013-07-01 06:04:48","271","Ashland Pl & Hanson Pl","40.68528172","-73.97805813","390","Duffield St & Willoughby St","40.69221589","-73.9842844","16370","Subscriber","1962","1"
"464","2013-07-01 06:01:15","2013-07-01 06:08:59","477","W 41 St & 8 Ave","40.75640548","-73.9900262","522","E 51 St & Lexington Ave","40.75714758","-73.97207836","15497","Subscriber","1975","1"
"1118","2013-07-01 06:01:20","2013-07-01 06:19:58","488","W 39 St & 9 Ave","40.75645824","-73.99372222","497","E 17 St & Broadway","40.73704984","-73.99009296","15502","Subscriber","1957","1"
"394","2013-07-01 06:01:34","2013-07-01 06:08:08","301","E 2 St & Avenue B","40.72217444","-73.98368779","323","Lawrence St & Willoughby St","40.69236178","-73.98631746","16155","Subscriber","1963","2"
"1449","2013-07-01 06:01:48","2013-07-01 06:25:57","120","Lexington Ave & Classon Ave","40.68676793","-73.95928168","330","Reade St & Broadway","40.71450451","-74.00562789","17524","Subscriber","1951","1"
"427","2013-07-01 06:01:53","2013-07-01 06:09:00","238","Bank St & Washington St","40.7361967","-74.00859207","516","E 47 St & 1 Ave","40.75206862","-73.96784384","18394","Subscriber","1969","1"
"243","2013-07-01 06:02:00","2013-07-01 06:06:03","320","Church St & Leonard St","40.71743998","-74.00583475","417","Barclay St & Church St","40.71291224","-74.01020234","17526","Subscriber","1981","1"
"347","2013-07-01 06:02:10","2013-07-01 06:07:57","433","E 13 St & Avenue A","40.72955361","-73.98057249","285","Broadway & E 14 St","40.73454567","-73.99074142","20579","Subscriber","1976","2"
"1175","2013-07-01 06:02:11","2013-07-01 06:21:46","216","Columbia Heights & Cranberry St","40.70037867","-73.99548059","216","Columbia Heights & Cranberry St","40.70037867","-73.99548059","19596","Subscriber","1972","1"
"534","2013-07-01 06:02:27","2013-07-01 06:11:21","448","W 37 St & 10 Ave","40.75660359","-73.9979009","484","W 44 St & 5 Ave","40.75500254","-73.98014437","14733","Subscriber","1990","1"
"1787","2013-07-01 06:02:35","2013-07-01 06:32:22","304","Broadway & Battery Pl","40.70463334","-74.01361706","478","11 Ave & W 41 St","40.76030096","-73.99884222","19589","Subscriber","1968","1"
"490","2013-07-01 06:03:13","2013-07-01 06:11:23","477","W 41 St & 8 Ave","40.75640548","-73.9900262","167","E 39 St & 3 Ave","40.7489006","-73.97604882","18721","Subscriber","1956","1"
"779","2013-07-01 06:03:15","2013-07-01 06:16:14","483","E 12 St & 3 Ave","40.73223272","-73.98889957","517","Pershing Square S","40.75149263","-73.97798848","16469","Subscriber","1986","1"
"856","2013-07-01 06:03:48","2013-07-01 06:18:04","412","Forsyth St & Canal St","40.7158155","-73.99422366","507","E 25 St & 2 Ave","40.73912601","-73.97973776","15220","Subscriber","1972","1"
"1697","2013-07-01 06:04:16","2013-07-01 06:32:33","356","Bialystoker Pl & Delancey St","40.71622644","-73.98261206","284","Greenwich Ave & 8 Ave","40.7390169121","-74.0026376103","16903","Subscriber","1950","2"
"745","2013-07-01 06:05:07","2013-07-01 06:17:32","325","E 19 St & 3 Ave","40.73624527","-73.98473765","367","E 53 St & Lexington Ave","40.75828065","-73.97069431","18633","Subscriber","1982","1"
"245","2013-07-01 06:05:23","2013-07-01 06:09:28","249","Harrison St & Hudson St","40.71870987","-74.0090009","478","11 Ave & W 41 St","40.76030096","-73.99884222","19081","Subscriber","1986","1"
"562","2013-07-01 06:06:01","2013-07-01 06:15:23","263","Elizabeth St & Hester St","40.71729","-73.996375","417","Barclay St & Church St","40.71291224","-74.01020234","15895","Subscriber","1969","1"
"1310","2013-07-01 06:06:07","2013-07-01 06:27:57","347","W Houston St & Hudson St","40.72873888","-74.00748842","457","Broadway & W 58 St","40.76695317","-73.98169333","18759","Subscriber","1982","1"
"1114","2013-07-01 06:06:32","2013-07-01 06:25:06","405","Washington St & Gansevoort St","40.739323","-74.008119","519","Pershing Square N","40.75188406","-73.97770164","17225","Subscriber","1984","1"
"616","2013-07-01 06:06:37","2013-07-01 06:16:53","153","E 40 St & 5 Ave","40.752062307","-73.9816324043","290","2 Ave & E 58 St","40.76020258","-73.96478473","16620","Customer",\N,"0"
"493","2013-07-01 06:07:17","2013-07-01 06:15:30","317","E 6 St & Avenue B","40.72453734","-73.98185424","253","W 13 St & 5 Ave","40.73543934","-73.99453948","15894","Subscriber","1983","1"
"855","2013-07-01 06:07:31","2013-07-01 06:21:46","477","W 41 St & 8 Ave","40.75640548","-73.9900262","305","E 58 St & 3 Ave","40.76095756","-73.96724467","19888","Subscriber","1966","1"
"779","2013-07-01 06:07:35","2013-07-01 06:20:34","477","W 41 St & 8 Ave","40.75640548","-73.9900262","536","1 Ave & E 30 St","40.74144387","-73.97536082","15843","Subscriber","1951","1"
"424","2013-07-01 06:07:46","2013-07-01 06:14:50","476","E 31 St & 3 Ave","40.74394314","-73.97966069","507","E 25 St & 2 Ave","40.73912601","-73.97973776","17495","Subscriber","1985","2"
"727","2013-07-01 06:08:21","2013-07-01 06:20:28","445","E 10 St & Avenue A","40.72740794","-73.98142006","348","W Broadway & Spring St","40.72490985","-74.00154702","18644","Subscriber","1968","1"
